"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","Lipoamide","2-Methyl-1-hydroxypropyl-TPP"
"8","Lipoamide","TPP"
"9","Lipoamide","S-(2-Methylpropionyl)-dihydrolipoamide"
"10","2-Methyl-1-hydroxypropyl-TPP","Lipoamide"
"11","2-Methyl-1-hydroxypropyl-TPP","TPP"
"12","2-Methyl-1-hydroxypropyl-TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"13","TPP","Lipoamide"
"14","TPP","2-Methyl-1-hydroxypropyl-TPP"
"15","TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"16","S-(2-Methylpropionyl)-dihydrolipoamide","Lipoamide"
"17","S-(2-Methylpropionyl)-dihydrolipoamide","2-Methyl-1-hydroxypropyl-TPP"
"18","S-(2-Methylpropionyl)-dihydrolipoamide","TPP"
"19","PRPP","PPi"
"20","PRPP","H+"
"21","PRPP","IMP"
"22","HYXN","PPi"
"23","HYXN","H+"
"24","HYXN","IMP"
"25","H2O","N-Acyl-L-aspartate"
"26","H2O","L-Aspartate"
"27","H2O","Carboxylic acid"
"28","N-Acyl-L-aspartate","H2O"
"29","N-Acyl-L-aspartate","L-Aspartate"
"30","N-Acyl-L-aspartate","Carboxylic acid"
"31","L-Aspartate","H2O"
"32","L-Aspartate","N-Acyl-L-aspartate"
"33","L-Aspartate","Carboxylic acid"
"34","Carboxylic acid","H2O"
"35","Carboxylic acid","N-Acyl-L-aspartate"
"36","Carboxylic acid","L-Aspartate"
"37","S-Adenosyl-L-methionine","L-Methionine"
"38","S-Adenosyl-L-methionine","H+"
"39","S-Adenosyl-L-methionine","BIOT"
"40","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"41","S","L-Methionine"
"42","S","H+"
"43","S","BIOT"
"44","S","5'-Deoxyadenosine"
"45","Dethiobiotin","L-Methionine"
"46","Dethiobiotin","H+"
"47","Dethiobiotin","BIOT"
"48","Dethiobiotin","5'-Deoxyadenosine"
"49","H2O","ADP"
"50","H2O","Phosphate"
"51","H2O","H+"
"52","ATP","ADP"
"53","ATP","Phosphate"
"54","ATP","H+"
"55","Acetyl-CoA","CoA"
"56","Acetyl-CoA","O-Acetyl-L-serine"
"57","L-Serine","CoA"
"58","L-Serine","O-Acetyl-L-serine"
"59","ATP","CMP"
"60","ATP","H+"
"61","ATP","ADP"
"62","ATP","CDP"
"63","CMP","ATP"
"64","CMP","H+"
"65","CMP","ADP"
"66","CMP","CDP"
"67","H+","ATP"
"68","H+","CMP"
"69","H+","ADP"
"70","H+","CDP"
"71","ADP","ATP"
"72","ADP","CMP"
"73","ADP","H+"
"74","ADP","CDP"
"75","CDP","ATP"
"76","CDP","CMP"
"77","CDP","H+"
"78","CDP","ADP"
"79","H+","Fumarate"
"80","H+","Fumarate"
"81","Fumarate","H+"
"82","Fumarate","H+"
"83","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"84","UDP-N-acetylglucosamine","UDP"
"85","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"86","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"87","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"88","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"89","UDP","UDP-N-acetylglucosamine"
"90","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"91","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"92","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"93","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"94","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"95","Lipoamide","2-Hydroxyethyl-ThPP"
"96","Lipoamide","TPP"
"97","Lipoamide","S-Acetyldihydrolipoamide"
"98","2-Hydroxyethyl-ThPP","Lipoamide"
"99","2-Hydroxyethyl-ThPP","TPP"
"100","2-Hydroxyethyl-ThPP","S-Acetyldihydrolipoamide"
"101","TPP","Lipoamide"
"102","TPP","2-Hydroxyethyl-ThPP"
"103","TPP","S-Acetyldihydrolipoamide"
"104","S-Acetyldihydrolipoamide","Lipoamide"
"105","S-Acetyldihydrolipoamide","2-Hydroxyethyl-ThPP"
"106","S-Acetyldihydrolipoamide","TPP"
"107","NADP","(S)-3-Hydroxybutyryl-CoA"
"108","NADP","NADPH"
"109","NADP","H+"
"110","NADP","Acetoacetyl-CoA"
"111","(S)-3-Hydroxybutyryl-CoA","NADP"
"112","(S)-3-Hydroxybutyryl-CoA","NADPH"
